site,year,block,plot,pd,pd_fac,rate,sample_date_standcounts,seedling_n,sample_date_groundcover,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sample_date_anthesis,sp1,sp2,sp3,rye_g,weed_g,RCI_weeds,rye_kg,weed_kg,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_OM,rate.r
VT,2023,1,121,10/3/22,2.5,0,10/20/22,0,4/6/23,na,na,na,0.16,5/30/23,CAPBP,na,na,0,40.5,0,0,1620,617.1164091,1383.892789,26.95,6.49,54,3.38,0
VT,2023,1,127,10/10/22,3,0,10/27/22,0,4/6/23,SINAR,na,na,0.17,5/30/23,CAPBP,CHEAL,na,0,13.6,0,0,544,542.92,1309.70,42.7,6.13,66,3.75,0
VT,2023,2,204,9/12/22,1,0,9/29/22,0,4/6/23,SINAR,PLAMA,na,3.5,5/30/23,CAPBP,VIOAR,na,0,61.8,0,0,2472,978.71,1745.48,38.4,6.71,54,4.04,0
VT,2023,2,209,9/19/22,1.5,0,10/4/22,0,4/6/23,na,na,na,0.41,5/30/23,CAPBP,CHEAL,na,0,30.1,0,0,1204,825.81,1592.58,5.85,6.71,38,3.34,0
VT,2023,2,214,9/24/22,2,0,10/10/22,0,4/6/23,na,na,na,0.65,5/30/23,CHEAL,CAPBP,na,0,4.3,0,0,172,743.41,1510.18,14.9,6.96,43,3.74,0
VT,2023,2,222,10/3/22,2.5,0,10/20/22,0,4/6/23,na,na,na,0.33,5/30/23,CERFO,CHEAL,na,0,4.3,0,0,172,617.1164091,1383.892789,26.95,6.49,54,3.38,0
VT,2023,2,225,10/10/22,3,0,10/27/22,0,4/6/23,na,na,na,0.35,5/30/23,CAPBP,CHEAL,DIGSA,0,4.3,0,0,172,542.92,1309.70,42.7,6.13,66,3.75,0
VT,2023,3,301,9/12/22,1,0,9/29/22,0,4/6/23,na,na,na,0.28,5/30/23,CAPBP,na,na,0,9.8,0,0,392,978.71,1745.48,38.4,6.71,54,4.04,0
VT,2023,3,309,9/19/22,1.5,0,10/4/22,0,4/6/23,STEME,PLALA,SINAR,7.35,5/30/23,CAPBP,CERFO,na,0,65.9,0,0,2636,825.81,1592.58,5.85,6.71,38,3.34,0
VT,2023,3,315,9/24/22,2,0,10/10/22,0,4/6/23,SINAR,na,na,0.8,5/30/23,CAPBP,EQUAR,na,0,33.1,0,0,1324,743.41,1510.18,14.9,6.96,43,3.74,0
VT,2023,3,319,10/3/22,2.5,0,10/20/22,0,4/6/23,na,na,na,0.32,5/30/23,CHEAL,DIGSA,na,0,-0.8,0,0,-32,617.1164091,1383.892789,26.95,6.49,54,3.38,0
VT,2023,3,329,10/10/22,3,0,10/27/22,0,4/6/23,na,na,na,0.15,5/30/23,DIGSA,CHEAL,MELAL,0,4.1,0,0,164,542.92,1309.70,42.7,6.13,66,3.75,0
VT,2023,4,404,9/12/22,1,0,9/29/22,0,4/6/23,SINAR,na,na,0.91,5/30/23,CAPBP,CERFO,HELAN,0,43.1,0,0,1724,978.71,1745.48,38.4,6.71,54,4.04,0
VT,2023,4,408,9/19/22,1.5,0,10/4/22,0,4/6/23,na,na,na,0.23,5/30/23,CHEAL,CAPBP,CERFO,0,5.2,0,0,208,825.81,1592.58,5.85,6.71,38,3.34,0
VT,2023,4,418,9/24/22,2,0,10/10/22,0,4/6/23,PLALA,na,na,0.7,5/30/23,MELAL,CHEAL,CAPBP,0,23.7,0,0,948,743.41,1510.18,14.9,6.96,43,3.74,0
VT,2023,4,424,10/3/22,2.5,0,10/20/22,0,4/6/23,na,na,na,0.23,5/30/23,CHEAL,VERAR,DIGSA,0,4.7,0,0,188,617.1164091,1383.892789,26.95,6.49,54,3.38,0
VT,2023,4,430,10/10/22,3,0,10/27/22,0,4/6/23,na,na,na,0.18,5/30/23,CHEAL,CAPBP,na,0,2.1,0,0,84,542.92,1309.70,42.7,6.13,66,3.75,0
VT,2023,1,107,9/19/22,1.5,0,10/4/22,0,4/6/23,SINAR,PLAMA,na,1.27,5/30/23,CAPBP,na,na,0,41.2,-1,0,1648,825.81,1592.58,5.85,6.71,38,3.34,0
DE,2022,1,105,10/13/22,1,10,11/10/21,12,3/29/22,ERPVE,LAMAM,CERVU,19.98,5/12/22,na,na,na,51.8,na,na,2072,na,1369.683519,2006.690112,na,na,na,na,15
DE,2022,2,217,10/13/22,1,10,11/10/21,17,3/29/22,ERPVE,LAMAM,HLOUM,15.93,5/12/22,na,na,na,52,na,na,2080,na,1369.683519,2006.690112,na,na,na,na,15
DE,2022,3,315,10/13/22,1,10,11/10/21,13,3/29/22,ERPVE,LAMAM,POAAN,27.2,5/12/22,na,na,na,72.6,na,na,2904,na,1369.683519,2006.690112,na,na,na,na,15
DE,2022,4,416,10/13/22,1,10,11/10/21,10,3/29/22,ERPVE,STEME,LAMAM,15.39,5/12/22,na,na,na,64,na,na,2560,na,1369.683519,2006.690112,na,na,na,na,15
DE,2022,1,121,11/2/22,2,10,12/2/21,4,3/29/22,ERPVE,LAMAM,na,16.86,5/12/22,na,na,na,61.2,na,na,2448,na,948.4335185,1585.440112,na,na,na,na,15
DE,2022,2,202,11/2/22,2,10,12/2/21,10,3/29/22,ERPVE,LAMAM,HLOUM,16.34,5/12/22,na,na,na,67,na,na,2680,na,948.4335185,1585.440112,na,na,na,na,15
DE,2022,3,306,11/2/22,2,10,12/2/21,7,3/29/22,ERPVE,LAMAM,na,15.77,5/12/22,na,na,na,65.8,na,na,2632,na,948.4335185,1585.440112,na,na,na,na,15
DE,2022,4,402,11/2/22,2,10,12/2/21,6,3/29/22,ERPVE,CERVU,LAMAM,9.16,5/12/22,na,na,na,35.2,na,na,1408,na,948.4335185,1585.440112,na,na,na,na,15
DE,2022,1,112,11/17/22,3,10,12/13/21,5,3/29/22,ERPVE,LAMAM,VERPG,12.34,5/12/22,na,na,na,50.2,na,na,2008,na,813.6461547,1450.652748,na,na,na,na,15
DE,2022,2,214,11/17/22,3,10,12/13/21,9,3/29/22,LAMAM,LAMAM,TAROF,20.85,5/12/22,na,na,na,35.8,na,na,1432,na,813.6461547,1450.652748,na,na,na,na,15
DE,2022,3,311,11/17/22,3,10,12/13/21,7,3/29/22,ERPVE,LAMAM,STEME,8.68,5/12/22,na,na,na,35,na,na,1400,na,813.6461547,1450.652748,na,na,na,na,15
DE,2022,4,411,11/17/22,3,10,12/13/21,14,3/29/22,ERPVE,STEME,LAMAM,12.68,5/12/22,na,na,na,24,na,na,960,na,813.6461547,1450.652748,na,na,na,na,15
BARC,2022,1,102,oct4,1,15,10/19/21,13,3/8/22,LAMAM,VICVI,STEME,69.04,5/11/22,VICVI,ANTCO,na,154.6,55.1,-0.486486486,6184,2204,1327.16,2138.35,13.901,6.58,63,2.38,15
BARC,2022,3,311,oct4,1,15,10/19/21,8,3/8/22,VERPG,LAMAM,STEME,79.12,5/11/22,VICVI,CAPBP,VERPG,144.4,30.6,-0.729442971,5776,1224,1327.16,2138.35,13.901,6.58,63,2.38,15
BARC,2022,2,217,oct4,1,15,10/19/21,9,3/8/22,LAMAM,STEME,unknown,36.72,5/11/22,CAPBP,STEME,ANTCO,47.4,14.3,-0.809078772,1896,572,1327.16,2138.35,13.901,6.58,63,2.38,15
BARC,2022,3,318,oct21,2,15,11/6/21,8,3/8/22,VERPG,unknown 2,unknown 1,51.2,5/11/22,CAPBP,THLAR,VERPG,140,29,-0.673423423,5600,1160,880.43,1691.62,25.0335,6.53,56,2.38,15
BARC,2022,1,111,oct21,2,15,11/6/21,16,3/8/22,LAMAM,VERPG,STEME,80.19,5/11/22,VICVI,VIOAR,VERPG,154.8,16.4,-0.719178082,6192,656,880.43,1691.62,25.0335,6.53,56,2.38,15
BARC,2022,2,202,oct21,2,15,11/6/21,17,3/8/22,LAMAM,unknown,VERPG,73.81,5/11/22,CAPBP,STEME,THLAR,280.7,6.17,-0.897678275,11228,246.8,880.43,1691.62,25.0335,6.53,56,2.38,15
BARC,2022,1,113,nov10,3,15,12/3/21,7,3/8/22,LAMAM,VERPG,na,31.25,5/11/22,CAPBP,VERPG,VIOAR,125.5,34.1,-0.490284006,5020,1364,594.16,1405.35,10.971,6.91,76,1.52,15
BARC,2022,2,211,nov10,3,15,12/3/21,0,3/8/22,LAMAM,unknown,STEME,19.37,5/11/22,STEME,LAMAM,THLAR,130.8,6.3,-0.75,5232,252,594.16,1405.35,10.971,6.91,76,1.52,15
BARC,2022,3,302,nov10,3,15,12/3/21,0,3/8/22,LAMAM,LAMPU,THLAR,54.91,5/11/22,VICVI,CAPBP,STEME,67.5,35.3,-0.76292814,2700,1412,594.16,1405.35,10.971,6.91,76,1.52,15
CT,2023,2,22,10/13/22,2,15,11/3/22,13,4/13/23,na,na,na,3.31,5/23/23,STEME,POLPE,TRFPR,51.7,5.7,0.461538462,2068,228,768.56,1337.18,19.6,6.2,85,3.94,15
CT,2023,2,35,10/31/22,3,15,11/17/22,10,4/13/23,na,na,na,0.19,5/23/23,TRFPR,POLPE,LAMPU,2,13.2,0.306930693,80,528,552.86,1121.48,29.05,6.02,85,3.76,15
CT,2023,3,39,10/31/22,3,15,11/17/22,13,4/13/23,na,na,na,0.27,5/24/23,TRFPR,VERSE,CHEAL,1.6,11.8,-0.151079137,64,472,552.86,1121.48,29.05,6.02,85,3.76,15
CT,2023,1,4,9/29/22,1,15,10/18/22,11,4/13/23,na,na,na,1.32,5/23/23,STEME,POLPE,TRFPR,40.6,2.2,-0.3125,1624,88,925.08,1493.70,15.8,6.23,87,3.86,15
CT,2023,1,18,10/31/22,3,15,11/17/22,14,4/13/23,na,na,na,4.95,5/23/23,AMBEL,STEME,VERAR,38.7,6.3,-0.487804878,1548,252,552.86,1121.48,29.05,6.02,85,3.76,15
CT,2023,2,29,9/29/22,1,15,10/18/22,13,4/13/23,STEME,na,na,17.37,5/23/23,TRFPR,STEME,VERAR,82.9,13.4,-0.488549618,3316,536,925.08,1493.70,15.8,6.23,87,3.86,15
CT,2023,3,44,10/13/22,2,15,11/3/22,11,4/13/23,na,na,na,3.07,5/24/23,TRFPR,VERSE,CAPBP,10.5,4,-0.6,420,160,768.56,1337.18,19.6,6.2,85,3.94,15
CT,2023,3,52,9/29/22,1,15,10/18/22,42,4/13/23,STEME,na,na,25.2,5/24/23,TRFPR,STEME,na,122.7,2.1,-0.803738318,4908,84,925.08,1493.70,15.8,6.23,87,3.86,15
CT,2023,1,11,10/13/22,2,15,11/3/22,28,4/13/23,na,na,na,4.31,5/23/23,TRFPR,STEME,POLPE,43.6,1.9,-0.866197183,1744,76,768.56,1337.18,19.6,6.2,85,3.94,15
DE,2023,1,107,10/12/2022,1,15,12/8/22,9,4/4/23,VIORA,VERHE,VICSA,22.34,5/10/23,VIORA,VICSA,STEME,55.4,24.6,-0.068181818,2216,984,1455.98,2125.50,1.5,6.57,207,1.32,15
DE,2023,1,112,10/31/2022,2,15,12/8/22,9,4/4/23,VIORA,na,na,14.6,5/10/23,VIORA,na,na,16.2,27,0.436170213,648,1080,1159.67,1829.20,1.55,6.7,221,1.24,15
DE,2023,1,116,11/17/2022,3,15,12/8/22,6,4/4/23,VIORA,VICSA,na,6.3,5/10/23,VIORA,na,na,8.8,19.4,-0.436046512,352,776,863.50,1533.03,1.7,6.68,202,1.3,15
DE,2023,2,202,10/31/2022,2,15,12/8/22,15,4/4/23,VIORA,OEOLA,VERHE,11.18,5/10/23,VIORA,OEOLA,na,23.6,14.6,-0.510067114,944,584,1159.67,1829.20,1.55,6.7,221,1.24,15
DE,2023,2,213,10/12/2022,1,15,12/8/22,20,4/4/23,VIORA,na,na,20.91,5/10/23,VIORA,VICSA,na,67,22,-0.246575342,2680,880,1455.98,2125.50,1.5,6.57,207,1.32,15
DE,2023,2,215,11/17/2022,3,15,12/8/22,13,4/4/23,LAMAM,CERFO,na,4.01,5/10/23,CERFO,na,na,18.2,6.2,-0.743801653,728,248,863.50,1533.03,1.7,6.68,202,1.3,15
DE,2023,3,304,11/17/2022,3,15,12/8/22,10,4/4/23,VIORA,OEOLA,LAMAM,8.42,5/10/23,VIORA,OEOLA,na,10,23.8,2.131578947,400,952,863.50,1533.03,1.7,6.68,202,1.3,15
DE,2023,3,312,10/12/2022,1,15,12/8/22,13,4/4/23,VIORA,LAMAM,VICSA,24.32,5/10/23,VIORA,VICSA,OEOLA,54.8,26.4,-0.223529412,2192,1056,1285.61,1948.46,1.5,6.57,207,1.32,15
DE,2023,3,317,10/31/2022,2,15,12/8/22,14,4/4/23,VIORA,OEOLA,na,25.47,5/10/23,VIORA,STEME,na,24.4,25,0.157407407,976,1000,1159.67,1829.20,1.55,6.7,221,1.24,15
DE,2023,4,403,10/12/2022,1,15,12/8/22,11,4/4/23,VIORA,OEOLA,na,17.79,5/10/23,VIORA,na,na,44,21,-0.153225806,1760,840,1455.98,2125.50,1.5,6.57,207,1.32,15
DE,2023,4,410,11/17/2022,3,15,12/8/22,7,4/4/23,VIORA,OEOLA,na,20.95,5/10/23,VIORA,STEME,OEOLA,7.4,35.4,0.164473684,296,1416,863.50,1533.03,1.7,6.68,202,1.3,15
DE,2023,4,415,10/31/2022,2,15,12/8/22,8,4/4/23,VIORA,LAMAM,HLOUM,10.02,5/10/23,VIORA,STEME,na,53,3.2,-0.903030303,2120,128,1159.67,1829.20,1.55,6.7,221,1.24,15
MA,2022,1,101,9/21/2022,1,15,na,11,na,na,na,na,na,5/25/22,na,na,na,72.9,0,-1,2916,0,na,1914.79,13.058,6.62,499,2.69,15
MA,2022,2,215,9/21/2022,1,15,na,12,na,na,na,na,na,5/25/22,na,na,na,150.05,0,-1,6002,0,na,1914.79,13.058,6.62,499,2.69,15
MA,2022,3,322,9/21/2022,1,15,na,7,na,na,na,na,na,5/25/22,na,na,na,115,0,-1,4600,0,na,1914.79,13.058,6.62,499,2.69,15
MA,2022,1,123,10/06/2022,2,15,na,9,na,na,na,na,na,5/25/22,na,na,na,81.45,0,-1,3258,0,na,1595.04,7.9085,6.8,478,1.68,15
MA,2022,2,201,10/06/2022,2,15,na,25,na,na,na,na,na,5/25/22,na,na,na,122,0,-1,4880,0,na,1595.04,7.9085,6.8,478,1.68,15
MA,2022,3,311,10/06/2022,2,15,na,15,na,na,na,na,na,5/25/22,na,na,na,120.75,0,-1,4830,0,na,1595.04,7.9085,6.8,478,1.68,15
MA,2022,1,115,11/01/2022,3,15,11/26/21,8,na,na,na,na,na,5/25/22,na,na,na,44.25,0,-1,1770,0,na,1149.91,6.256,6.77,489,2.18,15
MA,2022,2,226,11/01/2022,3,15,11/26/21,6,na,na,na,na,na,5/25/22,na,na,na,46.45,0,-1,1858,0,na,1149.91,6.256,6.77,489,2.18,15
MA,2022,3,306,11/01/2022,3,15,11/26/21,6,na,na,na,na,na,5/25/22,na,na,na,56.3,0,-1,2252,0,na,1149.91,6.256,6.77,489,2.18,15
MA,2023,1,105,9/21/2022,1,15,10/10/22,14,4/13/22,CAPBP,na,na,54.92,5/31/22,CAPBP,STEME,na,154.6,10.8,-0.59245283,6184,432,1150.70,1935.59,3.55,6.83,526,2.39,15
MA,2023,1,114,10/28/2022,3,15,11/17/22,6,4/13/22,na,na,na,5.05,5/31/22,CHEAL,STEME,na,28.8,0.4,-0.96039604,1152,16,603.18,1388.07,2.75,6.86,561,2.25,15
MA,2023,1,124,10/6/2022,2,15,10/27/22,7,4/13/22,CAPBP,na,na,29.35,5/31/22,CAPBP,STEME,MATMT,92.3,0,-1,3692,0,913.89,1698.78,3.05,7.01,547,2.24,15
MA,2023,2,206,10/6/2022,2,15,10/27/22,7,4/13/22,CAPBP,na,na,28.35,6/1/22,CAPBP,STEME,na,76.7,4.8,-0.746031746,3068,192,913.89,1698.78,3.05,7.01,547,2.24,15
MA,2023,2,211,9/21/2022,1,15,10/10/22,20,4/13/22,CAPBP,na,na,69.71,6/1/22,CAPBP,STEME,na,184.1,0,-1,7364,0,1150.70,1935.59,3.55,6.83,526,2.39,15
MA,2023,2,222,10/28/2022,3,15,11/17/22,7,4/13/22,na,na,na,11.02,6/1/22,CHEAL,STEME,na,68.3,0,-1,2732,0,603.18,1388.07,2.75,6.86,561,2.25,15
MA,2023,3,305,10/28/2022,3,15,11/17/22,5,4/13/22,na,na,na,1.76,6/1/22,CHEAL,STEME,na,30,0.7,-0.901408451,1200,28,603.18,1388.07,2.75,6.86,561,2.25,15
MA,2023,3,312,10/6/2022,2,15,10/27/22,18,4/13/22,na,na,na,31.06,6/1/22,STEME,CAPBP,na,60.7,2.3,-0.830882353,2428,92,913.89,1698.78,3.05,7.01,547,2.24,15
MA,2023,3,324,9/21/2022,1,15,10/10/22,12,4/13/22,CAPBP,na,na,49.08,6/1/22,CAPBP,STEME,na,117.4,11.9,-0.376963351,4696,476,1150.70,1935.59,3.55,6.83,526,2.39,15
NY,2022,2,4.6,9/30/2022,1,15,10/21/21,21,5/9/22,DAUCA,TAROF,grass,43.2,5/31/22,grass,aster,DAUCA,76.7,30.7,-0.144846797,3068,1228,1087.83,1607.62,48.324,5.16,39,3.87,15
NY,2022,1,3.2,9/30/2022,1,15,10/21/21,6,5/9/22,TAROF,ANTAR,na,22.92,5/31/22,grass 1,TAROF,DAUCA,49.5,14,-0.62962963,1980,560,1087.83,1607.62,48.324,5.16,39,3.87,15
NY,2022,3,6.8,9/30/2022,1,15,10/21/21,8,5/9/22,grass,VIOAR,na,38.15,5/31/22,VIOAR,grass,GALAP,88.7,8.1,-0.89507772,3548,324,1087.83,1607.62,48.324,5.16,39,3.87,15
NY,2022,2,3.5,10/21/2022,2,15,11/16/21,15,5/9/22,TAROF,na,na,17.18,5/31/22,ANTAR,GALAP,na,68.9,5,-0.152542373,2756,200,691.5178995,1211.304381,28.6895,5.38,37,4.51,15
NY,2022,1,2.3,10/21/2022,2,15,11/16/21,14,5/9/22,SOOCA,grass,na,24.53,5/31/22,grass,GLEHE,na,86.2,8.4,-0.5,3448,336,691.5178995,1211.304381,28.6895,5.38,37,4.51,15
NY,2022,3,5.7,10/21/2022,2,15,11/16/21,13,5/9/22,grass 1 ,na,na,9.27,5/31/22,grass,GALAP,TRFRE,44.7,5.4,-0.530434783,1788,216,691.5178995,1211.304381,28.6895,5.38,37,4.51,15
NY,2022,2,3.4,11/04/2022,3,15,12/3/21,4,5/9/22,GALAP,TAROF,DAUCA,14.44,5/31/22,GALAP,TAROF,DAUCA,26.6,24,0.875,1064,960,565.5997575,1085.386239,31.193,5.26,48,4.62,15
NY,2022,1,2.1,11/04/2022,3,15,12/3/21,6,5/9/22,grass,baby broadleaves,na,13.62,5/31/22,grass,AMBEL,TRFRE,38.7,15.5,-0.196891192,1548,620,565.5997575,1085.386239,31.193,5.26,48,4.62,15
NY,2022,3,3.9,11/04/2022,3,15,12/3/21,3,5/9/22,grass ,TAROF,na,18.97,5/31/22,TAROF,grass,na,52.9,14.8,-0.330316742,2116,592,565.5997575,1085.386239,31.193,5.26,48,4.62,15
NY,2023,3,307,10/25/22,3,15,11/16/22,19,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,78.7,2.7,-0.686046512,3148,108,777.2196632,1062.167674,13.4,6.61,119,3.39,15
NY,2023,2,406,9/30/22,1,15,10/19/22,12,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,133.1,16,-0.72270364,5324,640,1029.625464,1314.573475,27,6.6,15*,3.92,15
NY,2023,3,409,9/30/22,1,15,10/19/22,15,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,VER_sp,190.4,18.3,-0.73782235,7616,732,1029.625464,1314.573475,27,6.6,15*,3.92,15
NY,2023,1,301,9/30/22,1,15,10/19/22,10,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VER_sp,STEME,VIOAR,100,16.9,-0.772237197,4000,676,1029.625464,1314.573475,27,6.6,15*,3.92,15
NY,2023,1,102,10/25/22,3,15,11/16/22,22,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,73.4,0.1,-0.8,2936,4,777.2196632,1062.167674,13.4,6.61,119,3.39,15
NY,2023,3,208,10/12/22,2,15,10/31/22,11,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,STEME,na,99.3,3.5,-0.882550336,3972,140,901.3908129,1186.338824,19.15,6.5,121,3.35,15
NY,2023,1,303,10/12/22,2,15,10/31/22,10,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,CAPBP,STEME,VIOAR,91.8,4.2,-0.904761905,3672,168,901.3908129,1186.338824,19.15,6.5,121,3.35,15
NY,2023,2,604,10/25/22,3,15,11/16/22,21,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,na,na,na,79,0,-1,3160,0,777.2196632,1062.167674,13.4,6.61,119,3.39,15
NY,2023,2,405,10/12/22,2,15,10/31/22,11,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VER_sp,CHEAL,na,105.8,0,-1,4232,0,901.3908129,1186.338824,19.15,6.5,121,3.35,15
PA,2022,1,117,10/07/2022,1,15,10/28/21,14,4/11/22,THLAR,VERAR,CERVU,5.69,10/26/22,LEPCA,CERVU,SETFA,48.7,11.4,-0.185714286,1948,456,869.27,1566.61,12.8875,5.74,20,2.39,15
PA,2022,2,208,10/07/2022,1,15,10/28/21,20,4/11/22,THLAR,VIOAR,ERPVE,2.35,10/26/22,LEPCA,VIOAR,CERVU,53.3,6.8,-0.358490566,2132,272,869.27,1566.61,12.8875,5.74,20,2.39,15
PA,2022,3,307,10/07/2022,1,15,10/28/21,20,4/11/22,THLAR,CARHI,na,12.44,10/26/22,VIOAR,LEPCA,GERPU,55.6,13.1,-0.376190476,2224,524,869.27,1566.61,12.8875,5.74,20,2.39,15
PA,2022,2,213,10/22/2022,2,15,11/11/21,11,4/11/22,THLAR,CERVU,CARHI,4.1,10/26/22,VIOAR,SETFA,LEPCA,77.3,3.7,0.37037037,3092,148,744.21,1424.26,19.774,5.51,21,2.18,15
PA,2022,3,317,10/22/2022,2,15,11/11/21,10,4/11/22,THLAR,CARHI,na,3.85,10/26/22,VIOAR,LEPCA,CERVU,65.3,0.67,-0.58125,2612,26.8,744.21,1424.26,19.774,5.51,21,2.18,15
PA,2022,1,104,10/22/2022,2,15,11/11/21,26,4/11/22,THLAR,na,na,9.3,10/26/22,LEPCA,CCTLA,VIOAR,101,1.182,-0.848461538,4040,47.28,744.21,1424.26,19.774,5.51,21,2.18,15
PA,2022,3,305,11/01/2022,3,15,12/16/21,18,4/11/22,CARHI,VIOAR,na,2.19,10/26/22,VIOAR,SETFA,GERPU,68.2,1.7,-0.564102564,2728,68,497.57,1160.31,8.8115,5.44,25,2.29,15
PA,2022,1,112,11/01/2022,3,15,12/16/21,15,4/11/22,na,na,na,2.25,10/26/22,VIOAR,VERAR,SETFA,68.3,0.209,-0.979903846,2732,8.36,497.57,1160.31,8.8115,5.44,25,2.29,15
PA,2022,2,202,11/01/2022,3,15,12/16/21,7,4/11/22,na,na,na,1.44,10/26/22,SETFA,na,na,40.8,0.032,-0.9936,1632,1.28,497.57,1160.31,8.8115,5.44,25,2.29,15
PA,2023,1,107,10/10/22,1,15,11/1/22,11,4/11/23,TAROF,CARHI,na,2.44,5/24/23,TAROF,CARHI,LAMAM,45.4,6,-0.594594595,1816,240,805.1613401,1429.905374,15.75,5.88,62,2.46,15
PA,2023,2,205,10/10/22,1,15,11/1/22,13,4/11/23,POAAN,na,na,5.5,5/24/23,POATR,VERPG,na,142.3,0.9,-0.763157895,5692,36,805.1613401,1429.905374,15.75,5.88,62,2.46,15
PA,2023,2,209,11/9/22,3,15,na,na,4/11/23,na,na,na,1.78,5/24/23,CAPBP,PLAMA,VERPG,57.4,0.5,-0.821428571,2296,20,460.964738,1085.708771,29.7,5.88,41,2.52,15
PA,2023,1,105,10/24/22,2,15,11/29/22,16,4/11/23,TAROF,STEME,na,14.52,5/24/23,TAROF,STEME,na,122.6,2.4,-0.823529412,4904,96,679.8112328,1304.555266,29.6,5.83,39,2.53,15
PA,2023,3,302,11/9/22,3,15,na,na,4/11/23,POLAV,na,na,1.44,5/24/23,POLCO,CHEAL,na,49.4,0.6,-0.860465116,1976,24,460.964738,1085.708771,29.7,5.88,41,2.52,15
PA,2023,3,313,10/10/22,1,15,11/1/22,8,4/11/23,na,na,na,6.22,5/24/23,VERPG,POLPE,na,96.7,0.33,-0.8625,3868,13.2,805.1613401,1429.905374,15.75,5.88,62,2.46,15
PA,2023,1,114,11/9/22,3,15,na,na,4/11/23,POAAN,na,na,4.35,5/24/23,POAAN,VIOAR,CHEAL,74.3,1.4,-0.894736842,2972,56,460.964738,1085.708771,29.7,5.88,41,2.52,15
PA,2023,2,214,10/24/22,2,15,11/29/22,11,4/11/23,na,na,na,2.17,5/24/23,STEME,na,na,66.5,0.3,-0.9375,2660,12,679.8112328,1304.555266,29.6,5.83,39,2.53,15
PA,2023,3,312,10/24/22,2,15,11/29/22,11,4/11/23,POLAV,na,na,7.52,5/24/23,POLCO,na,na,126,0.1,-0.958333333,5040,4,679.8112328,1304.555266,29.6,5.83,39,2.53,15
UMD,2023,3,311,10/31/22,2,15,11/14/22,4,3/28/23,VERPE,na,na,25.78,5/8/23,VIORA,na,na,251.3,2.3,-0.661764706,10052,92,1004.59,1748.57,11.95,6.37,70,2.11,15
UMD,2023,2,212,11/14/22,3,15,12/12/22,4,3/28/23,VERPE,ALLVI,POANN,19.34,5/8/23,STEME,POANN,na,115.7,1,-0.811320755,4628,40,723.17,1467.14,9.25,6.3,44,1.98,15
UMD,2023,2,204,10/31/22,2,15,11/14/22,3,3/28/23,VERPE,POANN,VIORA,27.55,5/8/23,POANN,VIORA,LAMAM,186.1,4.9,-0.872395833,7444,196,1004.59,1748.57,11.95,6.37,70,2.11,15
UMD,2023,1,108,10/31/22,2,15,11/14/22,7,3/28/23,VERPE,POANN,STEME,21.66,5/8/23,POANN,STEME,VIORA,183.6,3.5,-0.881756757,7344,140,1004.59,1748.57,11.95,6.37,70,2.11,15
UMD,2023,2,217,10/24/22,1,15,11/5/22,8,3/28/23,LAMAM,POANN,VERPE,16.48,5/8/23,VIORA,POANN,na,169.9,4.3,-0.909663866,6796,172,1114.47,1858.45,9.5,6.61,46,2.17,15
UMD,2023,1,114,11/14/22,3,15,12/12/22,0,3/28/23,POANN,LAMAM,VERPE,2.75,5/8/23,POANN,VIORA,na,113.7,1.5,-0.924623116,4548,60,723.17,1467.14,9.25,6.3,44,1.98,15
UMD,2023,3,315,10/24/22,1,15,11/5/22,6,3/28/23,VIORA,POANN,na,43.96,5/8/23,POANN,na,na,110.1,4,-0.924953096,4404,160,1114.47,1858.45,9.5,6.61,46,2.17,15
UMD,2023,3,305,11/14/22,3,15,12/12/22,8,3/28/23,VERPE,na,na,18.55,5/8/23,VERPE,na,na,120.3,1.6,-0.942857143,4812,64,723.17,1467.14,9.25,6.3,44,1.98,15
UMD,2023,1,102,10/24/22,1,15,11/5/22,12,3/28/23,LAMAM,POANN,CERVU,42.8,5/8/23,VIORA,ERICA,na,171.7,1.3,-0.966580977,6868,52,1114.47,1858.45,9.5,6.61,46,2.17,15
VT,2022,4,401,9/20/22,1,15,10/5/21,19,4/5/22,STEME,CERVU,na,32.43,5/20/22,STEME,TAROF,na,213.85,11.79,-0.666666667,8554,471.6,893.38,1451.35,17.9205,6.94,48,3.65,15
VT,2022,1,105,9/20/22,1,15,10/5/21,12,4/5/22,STEME,PLALA,na,31.47,5/20/22,STEME,na,na,126.05,13.71,-0.750182216,5042,548.4,893.38,1451.35,17.9205,6.94,48,3.65,15
